2500,12.6,0.1524,39.6,0.0584113,106.88
200,15.4,0.0508,39.6,0.0282593,121.783
400,12.6,0.1524,39.6,0.0584113,115.91
1000,8.4,0.0508,39.6,0.00566229,130.195
800,0.0,0.3048,71.3,0.00266337,126.201
800,5.4,0.1524,71.3,0.00401199,131.281
630,9.5,0.0254,55.5,0.0043284,125.452
5000,2.0,0.2286,31.7,0.00372371,118.267
2000,0.0,0.3048,55.5,0.00283081,126.616
250,17.4,0.0254,55.5,0.0165706,110.491
1000,8.9,0.1016,71.3,0.0103088,135.433
800,12.7,0.0254,39.6,0.0130253,130.217
1000,22.2,0.0254,71.3,0.0214178,134.247
12500,0.0,0.1524,71.3,0.0015988,117.087
10000,1.5,0.3048,71.3,0.00336729,113.492
3150,3.0,0.3048,31.7,0.00529514,118.108
8000,3.0,0.3048,71.3,0.00425727,114.634
800,6.7,0.1016,55.5,0.0052139,135.953
4000,8.9,0.1016,39.6,0.0124596,116.22
800,3.0,0.3048,71.3,0.00425727,129.494
1000,15.4,0.0508,71.3,0.0264269,131.865
2000,4.8,0.0254,55.5,0.000873218,125.054
1000,8.4,0.0508,71.3,0.00529514,129.946
3150,2.0,0.2286,71.3,0.00293031,126.116
5000,8.9,0.1016,39.6,0.0124596,113.08
6300,3.3,0.1016,71.3,0.00202822,124.904
5000,3.3,0.1016,71.3,0.00202822,127.054
5000,9.5,0.0254,39.6,0.00449821,125.044
250,17.4,0.0254,39.6,0.0172206,114.714
3150,0.0,0.0254,39.6,0.000428464,133.276
4000,0.0,0.0508,71.3,0.000740478,134.43
1000,17.4,0.0254,31.7,0.0176631,131.796
3150,12.3,0.1016,31.7,0.0418756,110.307
4000,7.3,0.2286,55.5,0.0111706,117.284
1600,6.7,0.1016,31.7,0.00592927,124.346
4000,0.0,0.0254,55.5,0.00041229,133.223
200,9.9,0.1524,71.3,0.0193001,134.319
1000,6.7,0.1016,39.6,0.00578076,134.515
5000,12.7,0.0254,39.6,0.0130253,125.107
1000,6.7,0.1016,55.5,0.0052139,137.233
4000,9.5,0.0254,31.7,0.00461377,126.736
6300,15.4,0.0508,55.5,0.0271925,112.93
2500,4.0,0.2286,31.7,0.00509068,120.209
2500,4.0,0.2286,55.5,0.0042862,122.384
6300,4.0,0.2286,31.7,0.00509068,112.699
3150,0.0,0.1016,39.6,0.00146332,130.961
400,8.4,0.0508,39.6,0.00566229,120.015
3150,4.0,0.2286,31.7,0.00509068,120.229
6300,3.3,0.1016,39.6,0.00245138,120.851
5000,3.3,0.1016,55.5,0.002211,124.839
500,9.5,0.0254,55.5,0.0043284,123.082
500,12.7,0.0254,71.3,0.0121808,126.898
500,22.2,0.0254,71.3,0.0214178,117.967
4000,7.2,0.1524,71.3,0.00752039,119.343
1000,0.0,0.3048,55.5,0.00283081,126.966
400,12.3,0.1016,31.7,0.0418756,123.207
1250,12.6,0.1524,39.6,0.0584113,112.16
4000,15.4,0.0508,31.7,0.0289853,115.635
1000,0.0,0.0508,71.3,0.000740478,129.45
500,12.7,0.0254,39.6,0.0130253,127.127
4000,7.3,0.2286,31.7,0.0132672,112.639
200,8.9,0.1016,39.6,0.0124596,133.42
4000,7.3,0.2286,71.3,0.0104404,119.208
1600,0.0,0.3048,39.6,0.00310138,124.049
1250,9.9,0.1524,31.7,0.0252785,118.619
5000,4.8,0.0254,39.6,0.000907475,135.426
3150,0.0,0.0508,31.7,0.000812164,135.49
800,0.0,0.1524,31.7,0.00209405,129.117
10000,5.3,0.2286,71.3,0.0051942,111.35
2500,0.0,0.1524,31.7,0.00209405,125.867
2500,5.4,0.1524,55.5,0.00433288,124.077
400,5.4,0.1524,55.5,0.00433288,126.807
2000,6.7,0.1016,55.5,0.0052139,129.653
10000,0.0,0.0508,31.7,0.000812164,122.45
630,17.4,0.0254,39.6,0.0172206,124.514
800,8.9,0.1016,71.3,0.0103088,137.813
500,15.6,0.1016,39.6,0.0528487,115.304
12500,0.0,0.0254,71.3,0.000400682,133.207
3150,0.0,0.3048,55.5,0.00283081,123.236
1000,0.0,0.1524,71.3,0.0015988,127.307
1000,15.6,0.1016,71.3,0.0437259,124.438
500,5.4,0.1524,71.3,0.00401199,126.291
1600,3.0,0.3048,31.7,0.00529514,122.088
250,22.2,0.0254,39.6,0.0229028,117.386
3150,3.3,0.1016,71.3,0.00202822,132.114
16000,0.0,0.2286,71.3,0.00214345,114.984
630,19.7,0.0508,71.3,0.0341183,128.365
400,17.4,0.0254,71.3,0.016104,117.396
8000,0.0,0.3048,71.3,0.00266337,117.151
8000,0.0,0.0254,71.3,0.000400682,129.867
2000,9.5,0.0254,55.5,0.0043284,134.052
4000,8.4,0.0508,31.7,0.00580776,118.106
400,1.5,0.3048,39.6,0.00392107,124.001
4000,4.0,0.2286,31.7,0.00509068,118.859
1250,6.7,0.1016,39.6,0.00578076,132.395
12500,0.0,0.0508,55.5,0.00076193,125.376
8000,0.0,0.3048,55.5,0.00283081,116.476
1600,4.0,0.2286,71.3,0.00400603,129.468
10000,4.8,0.0254,71.3,0.000848633,127.398
800,4.0,0.2286,39.6,0.00473801,130.469
1600,3.3,0.1016,71.3,0.00202822,133.664
500,7.2,0.1524,39.6,0.00909175,132.658
6300,0.0,0.0508,71.3,0.000740478,133.04
1600,8.4,0.0508,31.7,0.00580776,129.296
800,0.0,0.0508,39.6,0.000791822,126.508
2500,9.9,0.1524,31.7,0.0252785,114.729
2000,7.3,0.2286,55.5,0.0111706,120.354
1000,3.3,0.1016,55.5,0.002211,131.129
800,0.0,0.3048,39.6,0.00310138,129.099
1000,3.0,0.3048,31.7,0.00529514,126.838
400,12.3,0.1016,55.5,0.0368233,136.414
1000,4.0,0.2286,39.6,0.00473801,129.969
250,17.4,0.0254,71.3,0.016104,113.796
10000,4.2,0.0508,39.6,0.00152689,116.967
250,19.7,0.0508,39.6,0.036484,127.224
6300,4.0,0.2286,39.6,0.00473801,114.249
1250,1.5,0.3048,71.3,0.00336729,125.872
1000,4.8,0.0254,39.6,0.000907475,122.956
630,5.4,0.1524,31.7,0.00525474,131.471
200,17.4,0.0254,55.5,0.0165706,109.951
315,15.4,0.0508,71.3,0.0264269,126.195
2000,0.0,0.0508,55.5,0.00076193,131.456
3150,4.0,0.3048,39.6,0.00579636,118.743
4000,3.0,0.3048,31.7,0.00529514,115.608
5000,0.0,0.1524,31.7,0.00209405,122.397
2500,4.8,0.0254,31.7,0.000930789,132.588
6300,2.0,0.2286,55.5,0.00313525,118.712
3150,0.0,0.3048,31.7,0.00331266,119.135
2500,3.0,0.3048,71.3,0.00425727,124.024
630,8.4,0.0508,39.6,0.00566229,126.045
4000,9.5,0.0254,55.5,0.0043284,131.582
5000,0.0,0.1016,39.6,0.00146332,126.021
400,0.0,0.3048,31.7,0.00331266,125.045
1600,0.0,0.2286,31.7,0.0027238,125.625
2500,17.4,0.0254,55.5,0.0165706,124.931
400,0.0,0.2286,55.5,0.00229336,121.66
315,1.5,0.3048,39.6,0.00392107,121.851
1600,12.3,0.1016,71.3,0.0337792,124.748
400,15.6,0.1016,39.6,0.0528487,120.484
1600,3.0,0.3048,39.6,0.00495741,122.782
400,4.0,0.2286,55.5,0.0042862,123.274
2000,0.0,0.1016,39.6,0.00146332,133.251
4000,0.0,0.0254,31.7,0.000439472,137.047
1250,6.7,0.1016,31.7,0.00592927,129.256
12500,4.2,0.0508,71.3,0.00142788,117.328
630,0.0,0.1016,71.3,0.00121072,124.155
400,2.0,0.2286,39.6,0.00346574,122.147
4000,17.4,0.0254,39.6,0.0172206,122.724
1600,15.6,0.1016,71.3,0.0437259,121.528
1600,11.2,0.0508,39.6,0.0150478,126.54
2500,4.2,0.0508,71.3,0.00142788,131.978
6300,15.4,0.0508,71.3,0.0264269,115.215
400,17.4,0.0254,31.7,0.0176631,120.766
800,7.3,0.2286,39.6,0.0123481,126.299
3150,3.3,0.1016,39.6,0.00245138,128.401
2000,4.0,0.3048,39.6,0.00579636,120.963
4000,3.0,0.3048,39.6,0.00495741,116.792
400,5.3,0.2286,71.3,0.0051942,127.7
3150,8.9,0.1016,39.6,0.0124596,119.35
1250,19.7,0.0508,71.3,0.0341183,121.485
1250,5.4,0.1524,55.5,0.00433288,130.777
5000,0.0,0.0254,31.7,0.000439472,138.607
3150,9.9,0.1524,55.5,0.0208438,115.085
2000,4.2,0.0508,39.6,0.00152689,132.587
1000,22.2,0.0254,39.6,0.0229028,128.416
630,3.3,0.1016,31.7,0.00251435,128.952
8000,0.0,0.1524,31.7,0.00209405,117.957
315,2.0,0.2286,31.7,0.00372371,120.147
3150,8.4,0.0508,39.6,0.00566229,123.965
1250,0.0,0.1016,31.7,0.00150092,133.063
5000,12.6,0.1524,39.6,0.0584113,104.13
4000,19.7,0.0508,39.6,0.036484,108.684
3150,15.4,0.0508,71.3,0.0264269,125.715
5000,15.4,0.0508,31.7,0.0289853,112.355
630,12.6,0.1524,71.3,0.0483159,123.304
2500,9.9,0.1524,71.3,0.0193001,119.639
630,17.4,0.0254,71.3,0.016104,122.606
400,12.6,0.1524,71.3,0.0483159,127.094
1000,3.3,0.1016,39.6,0.00245138,131.971
2500,9.5,0.0254,39.6,0.00449821,131.234
800,9.9,0.1524,31.7,0.0252785,125.539
630,15.4,0.0508,39.6,0.0282593,127.443
1250,12.7,0.0254,39.6,0.0130253,130.777
6300,5.3,0.2286,71.3,0.0051942,116.92
10000,0.0,0.0254,71.3,0.000400682,130.787
500,9.5,0.0254,31.7,0.00461377,126.886
1000,5.3,0.2286,39.6,0.00614329,125.581
3150,0.0,0.0254,31.7,0.000439472,135.227
8000,3.3,0.1016,39.6,0.00245138,118.091
800,3.3,0.1016,55.5,0.002211,129.119
400,5.4,0.1524,39.6,0.00485029,127.637
2500,9.9,0.1524,39.6,0.0233328,116.295
500,19.7,0.0508,39.6,0.036484,128.444
2500,11.2,0.0508,39.6,0.0150478,122.17
800,2.0,0.2286,55.5,0.00313525,128.492
5000,4.0,0.2286,31.7,0.00509068,115.969
1600,0.0,0.2286,55.5,0.00229336,126.79
200,9.9,0.1524,39.6,0.0233328,127.315
400,22.2,0.0254,71.3,0.0214178,117.927
2000,4.0,0.2286,55.5,0.0042862,124.254
2500,8.9,0.1016,71.3,0.0103088,123.623
315,5.4,0.1524,39.6,0.00485029,125.347
1600,9.9,0.1524,31.7,0.0252785,117.119
12500,1.5,0.3048,39.6,0.00392107,106.111
1600,0.0,0.0254,31.7,0.000439472,129.267
3150,7.3,0.2286,31.7,0.0132672,113.229
800,6.7,0.1016,39.6,0.00578076,134.625
250,7.3,0.2286,71.3,0.0104404,139.918
6300,12.3,0.1016,55.5,0.0368233,110.124
1250,1.5,0.3048,39.6,0.00392107,125.211
1000,11.2,0.0508,71.3,0.014072,136.941
315,11.2,0.0508,71.3,0.014072,128.381
3150,22.2,0.0254,39.6,0.0229028,120.856
2500,8.4,0.0508,71.3,0.00529514,134.226
630,15.4,0.0508,55.5,0.0271925,129.33
2000,6.7,0.1016,39.6,0.00578076,122.235
3150,0.0,0.0508,55.5,0.00076193,134.826
3150,4.0,0.2286,55.5,0.0042862,122.394
10000,0.0,0.1016,31.7,0.00150092,115.893
3150,3.3,0.1016,31.7,0.00251435,128.252
500,6.7,0.1016,55.5,0.0052139,129.343
1000,15.6,0.1016,39.6,0.0528487,119.224
2000,3.3,0.1016,39.6,0.00245138,132.301
800,9.5,0.0254,39.6,0.00449821,129.014
315,4.0,0.3048,71.3,0.00497773,128.175
400,2.0,0.2286,71.3,0.00293031,125.116
800,0.0,0.0508,55.5,0.00076193,124.336
1000,5.4,0.1524,55.5,0.00433288,132.127
1000,8.4,0.0508,31.7,0.00580776,129.516
1600,4.2,0.0508,39.6,0.00152689,130.197
8000,0.0,0.0508,39.6,0.000791822,128.518
630,15.4,0.0508,71.3,0.0264269,129.645
1600,4.0,0.3048,71.3,0.00497773,126.645
3150,12.7,0.0254,71.3,0.0121808,133.758
1600,22.2,0.0254,71.3,0.0214178,131.817
500,12.3,0.1016,31.7,0.0418756,118.667
6300,3.3,0.1016,31.7,0.00251435,120.702
6300,17.4,0.0254,55.5,0.0165706,114.861
5000,1.5,0.3048,71.3,0.00336729,119.632
10000,2.0,0.2286,71.3,0.00293031,113.086
500,9.5,0.0254,39.6,0.00449821,123.894
400,4.0,0.2286,39.6,0.00473801,123.879
10000,4.8,0.0254,39.6,0.000907475,126.066
400,12.3,0.1016,39.6,0.0408268,128.265
250,8.9,0.1016,71.3,0.0103088,134.533
12500,0.0,0.0254,39.6,0.000428464,129.116
12500,4.0,0.3048,71.3,0.00497773,107.405
4000,12.3,0.1016,39.6,0.0408268,110.905
500,0.0,0.3048,31.7,0.00331266,127.315
2500,12.7,0.0254,71.3,0.0121808,134.058
3150,0.0,0.1016,31.7,0.00150092,129.973
500,3.0,0.3048,39.6,0.00495741,127.632
1250,15.4,0.0508,31.7,0.0289853,123.255
1250,0.0,0.2286,71.3,0.00214345,128.144
800,8.4,0.0508,39.6,0.00566229,128.435
1600,0.0,0.0508,39.6,0.000791822,130.908
5000,15.4,0.0508,39.6,0.0282593,114.453
2500,4.8,0.0254,71.3,0.000848633,130.828
10000,4.0,0.2286,71.3,0.00400603,113.108
1600,0.0,0.1524,55.5,0.00172668,130.183
500,2.0,0.2286,31.7,0.00372371,126.677
2000,7.3,0.2286,71.3,0.0104404,122.708
