297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.48
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28,30.12
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28,37.43
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.49
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,23.22
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.4
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28,43.58
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28,18.29
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.91
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28,24.34
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28,13.2
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28,15.57
184.0,86.0,190.0,213.0,6.0,923.0,623.0,28,22.93
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28,8.54
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.64
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,26.92
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.12
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,32.72
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,74.99
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.99
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28,23.52
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.56
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.72
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.11
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.04
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1,6.27
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.21
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.53
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.1
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.28
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28,45.3
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.96
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28,28.63
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.86
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28,31.87
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.53
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28,46.23
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.81
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9
332.5,142.5,0.0,228.0,0.0,932.0,594.0,270,40.27
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,45.3
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28,31.18
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,14.64
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.13
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,22.32
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,28.47
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.05
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.73
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.26
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,41.15
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,30.44
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.26
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,20.92
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28,38.46
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.23
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,29.87
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.6
143.0,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28,36.8
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.91
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28,23.84
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28,39.29
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.35
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,30.96
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,33.8
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.89
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.4
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15
